null	NN	JJ	``	WRB	PRP	DT	NNP	FW	NNS	JJS	JJR	UH	MD	VBD	WP	VBG	CC	''	CD	PDT	RBS	VBN	#	RBR	$	IN	VBP	WDT	SYM	NNPS	(	)	WP$	VB	,	.	VBZ	RB	PRP$	EX	POS	:	TO	RP	
VBP	0.032426778242677826	0.08228730822873083	0.005578800557880056	0.0031380753138075313	0.03172942817294282	0.11366806136680614	0.015690376569037656	0.0	0.03347280334728033	0.0	0.009762900976290097	0.0	0.001394700139470014	0.00906555090655509	0.0024407252440725243	0.0903068340306834	0.0038354253835425384	6.97350069735007E-4	0.00906555090655509	0.0017433751743375174	0.001394700139470014	0.150278940027894	0.0	0.0041841004184100415	0.0020920502092050207	0.09483960948396095	0.0010460251046025104	0.0017433751743375174	0.0	3.486750348675035E-4	6.97350069735007E-4	0.0	0.0	0.005230125523012552	0.02405857740585774	0.024407252440725245	0.0031380753138075313	0.16352859135285913	0.015690376569037656	0.0020920502092050207	0.0	0.0038354253835425384	0.054741980474198045	0.07287308228730822	
WDT	0.015706806282722512	0.005235602094240838	0.0	0.0	0.032460732984293195	0.025130890052356022	0.014659685863874346	0.0	0.01780104712041885	0.0	0.0	0.0	0.13717277486910995	0.25759162303664923	0.0	0.0	0.0	0.0	0.0031413612565445027	0.0	0.0	0.0	0.0	0.0	0.0010471204188481676	0.009424083769633508	0.16020942408376965	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0031413612565445027	0.0	0.28167539267015707	0.028272251308900525	0.0031413612565445027	0.0010471204188481676	0.0010471204188481676	0.0010471204188481676	0.0010471204188481676	0.0	
SYM	0.0	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.3333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NNPS	0.0761904761904762	0.014285714285714285	0.0	0.0	0.0	0.004761904761904762	0.04285714285714286	0.0	0.014285714285714285	0.0	0.002380952380952381	0.0	0.03571428571428571	0.12142857142857143	0.014285714285714285	0.011904761904761904	0.07857142857142857	0.002380952380952381	0.0	0.0	0.0	0.007142857142857143	0.0	0.0	0.0	0.10476190476190476	0.07142857142857142	0.0	0.0	0.004761904761904762	0.0	0.0	0.0	0.002380952380952381	0.17142857142857143	0.10714285714285714	0.02619047619047619	0.004761904761904762	0.0	0.0	0.03333333333333333	0.016666666666666666	0.030952380952380953	0.0	
(	0.0364963503649635	0.051094890510948905	0.010948905109489052	0.0036496350364963502	0.0364963503649635	0.09854014598540146	0.29927007299270075	0.0	0.021897810218978103	0.0	0.0	0.0	0.0	0.0	0.0072992700729927005	0.0036496350364963502	0.025547445255474453	0.0	0.058394160583941604	0.0	0.0	0.021897810218978103	0.0	0.0	0.14963503649635038	0.10583941605839416	0.0	0.0072992700729927005	0.0	0.0036496350364963502	0.0	0.0	0.0	0.014598540145985401	0.0	0.0	0.0036496350364963502	0.0364963503649635	0.0	0.0036496350364963502	0.0	0.0	0.0	0.0	
)	0.0498220640569395	0.021352313167259787	0.0071174377224199285	0.0035587188612099642	0.014234875444839857	0.060498220640569395	0.06405693950177936	0.0	0.02491103202846975	0.0	0.0	0.0	0.02491103202846975	0.028469750889679714	0.0035587188612099642	0.0	0.046263345195729534	0.0	0.0071174377224199285	0.0	0.0	0.010676156583629894	0.0	0.0	0.0	0.12811387900355872	0.021352313167259787	0.0	0.0	0.0035587188612099642	0.0	0.0	0.0	0.010676156583629894	0.1494661921708185	0.12455516014234876	0.06761565836298933	0.017793594306049824	0.0	0.0	0.0	0.08185053380782918	0.028469750889679714	0.0	
WP$	0.37142857142857144	0.14285714285714285	0.0	0.0	0.0	0.0	0.11428571428571428	0.0	0.2857142857142857	0.0	0.02857142857142857	0.0	0.0	0.0	0.0	0.02857142857142857	0.0	0.0	0.0	0.0	0.0	0.02857142857142857	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
VB	0.06548113677912581	0.08243310619910255	0.0049858733588166865	0.005152069137443909	0.03473491773308958	0.2109024430779458	0.028087086588000666	0.0	0.05833471829815522	1.6619577862722287E-4	0.013461858068805052	0.0	8.309788931361143E-4	0.001329566229017783	0.0031577197939172347	0.01628718630546784	0.011135117168023932	0.0034901113511716804	0.02077447232840286	0.054179823832474654	8.309788931361143E-4	0.08509223865713811	1.6619577862722287E-4	0.00232674090078112	0.007977397374106698	0.13977064982549442	1.6619577862722287E-4	9.971746717633372E-4	0.0	8.309788931361143E-4	4.985873358816686E-4	0.0	0.0	0.006814026923716137	0.01695196941997673	0.02609273724447399	0.0024929366794083432	0.04553764334385907	0.04852916735914908	8.309788931361143E-4	1.6619577862722287E-4	0.0018281535648994515	0.04703340535150407	0.004487286022935018	
,	0.051624883936861654	0.03899721448467967	0.01318477251624884	0.006128133704735376	0.04401114206128134	0.1338904363974002	0.12256267409470752	9.285051067780872E-5	0.028783658310120707	0.0	0.002321262766945218	9.285051067780872E-5	0.00872794800371402	0.052181987000928506	0.010492107706592386	0.04428969359331476	0.10018570102135561	0.05738161559888579	0.019220055710306407	0.0	0.001392757660167131	0.022934076137418755	0.0	5.571030640668524E-4	0.001392757660167131	0.09675023212627669	0.007706592386258124	0.03351903435468895	0.0	8.356545961002785E-4	9.285051067780872E-5	0.0	0.001764159702878366	0.0045496750232126276	0.0	0.0	0.032590529247910865	0.045775301764159705	0.003342618384401114	0.002785515320334262	1.8570102135561745E-4	9.285051067780872E-5	0.00947075208913649	9.285051067780872E-5	
.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
VBZ	0.039586919104991396	0.07594664371772805	0.008390705679862307	0.00774526678141136	0.022375215146299483	0.1686746987951807	0.061746987951807226	0.0	0.01721170395869191	4.302925989672978E-4	0.007960413080895009	0.0	0.0017211703958691911	0.0034423407917383822	0.0025817555938037868	0.05120481927710843	0.003657487091222031	0.0	0.017857142857142856	2.151462994836489E-4	0.0015060240963855422	0.14457831325301204	0.0	0.0021514629948364886	0.004518072289156626	0.0959552495697074	0.0012908777969018934	6.454388984509467E-4	0.0	0.0	2.151462994836489E-4	0.0	0.0	0.0025817555938037868	0.027969018932874356	0.029044750430292598	0.0015060240963855422	0.13446643717728055	0.010111876075731498	8.605851979345956E-4	0.0	0.0049483648881239245	0.04539586919104992	0.0015060240963855422	
RB	0.008021795065839261	0.1027697896170728	0.0010594823671863176	0.003481156349326472	0.011200242167398214	0.05070379900105948	0.0068109580747691845	1.5135462388375965E-4	0.004994702588164069	6.054184955350386E-4	0.01740578174663236	0.0	0.011502951415165732	0.05055244437717572	0.0016649008627213561	0.030724988648403208	0.007113667322536704	0.0010594823671863176	0.02285454820644771	4.540638716512789E-4	3.027092477675193E-4	0.086272135613743	3.027092477675193E-4	0.004691993340396549	0.015286817012259724	0.12925684879673074	0.031179052520054488	4.540638716512789E-4	1.5135462388375965E-4	3.027092477675193E-4	1.5135462388375965E-4	1.5135462388375965E-4	0.0	0.10973210231572575	0.09323444831239594	0.06250945966399274	0.04101710307249887	0.058876948690782506	0.0027243832299076736	6.054184955350386E-4	4.540638716512789E-4	0.0037838655970939914	0.02542757681247162	0.0	
PRP$	0.44763423710792133	0.21637426900584794	0.003189792663476874	0.0	5.31632110579479E-4	5.31632110579479E-4	0.05741626794258373	5.31632110579479E-4	0.20148856990962255	0.012227538543328018	0.004253056884635832	0.0	0.0	0.001063264221158958	0.0	0.003721424774056353	5.31632110579479E-4	0.0	0.017543859649122806	0.0	0.004784688995215311	0.012227538543328018	0.0	0.0	0.004253056884635832	0.0	5.31632110579479E-4	0.0	0.0	5.31632110579479E-4	0.0	0.0	0.0	5.31632110579479E-4	0.001594896331738437	0.001063264221158958	0.0	0.007442849548112706	0.0	0.0	0.0	0.0	0.0	0.0	
EX	0.0	0.0	0.0	0.0	0.0	0.009708737864077669	0.0	0.0	0.0	0.0	0.0	0.0	0.11165048543689321	0.17475728155339806	0.0	0.0	0.019417475728155338	0.0	0.0	0.0	0.0	0.0048543689320388345	0.0	0.0	0.0	0.0	0.18446601941747573	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03398058252427184	0.0	0.4368932038834951	0.014563106796116505	0.0	0.0	0.0	0.0048543689320388345	0.0048543689320388345	0.0	
POS	0.41944601469756926	0.19106840022611646	0.009609949123798756	5.652911249293386E-4	0.0	5.652911249293386E-4	0.1243640474844545	5.652911249293386E-4	0.12549462973431316	0.022611644997173545	0.0011305822498586771	0.0	5.652911249293386E-4	0.005087620124364048	0.0	0.01243640474844545	0.0045223289994347085	0.0	0.029395138496325607	0.0	0.0045223289994347085	0.011871113623516111	0.0016958733747880158	5.652911249293386E-4	0.009609949123798756	0.002826455624646693	0.0	0.0	0.0	0.0022611644997173543	0.0	5.652911249293386E-4	0.0	0.0	0.00395703787450537	0.0022611644997173543	0.00395703787450537	0.00791407574901074	0.0	0.0	0.0	0.0	5.652911249293386E-4	0.0	
:	0.038204393505253106	0.04393505253104107	0.05635148042024833	0.008595988538681949	0.04202483285577841	0.1384909264565425	0.12225405921680993	0.0	0.04680038204393505	0.0	0.004775549188156638	9.551098376313276E-4	0.007640878701050621	0.021012416427889206	0.004775549188156638	0.019102196752626553	0.06685768863419293	0.0028653295128939827	0.10983763132760267	9.551098376313276E-4	0.0019102196752626551	0.014326647564469915	9.551098376313276E-4	0.0	0.017191977077363897	0.06494746895893028	0.009551098376313277	0.019102196752626553	0.0	0.0	0.0	0.0	0.0	0.01623686723973257	0.0	0.01623686723973257	0.021012416427889206	0.05921680993314231	0.010506208213944603	0.0028653295128939827	0.0	0.0028653295128939827	0.007640878701050621	0.0	
